Player,Squad,league_name,Pos_clean,role_group,Age,Min,starter_label,age_sq,Gls_per90,Ast_per90,G+A_per90,Sh_per90,SoT_per90,Fls_per90,Fld_per90,Off_per90,Crs_per90,Int_per90,TklW_per90,CrdY_per90,CrdR_per90,starter_probability
Leon Bailey,Roma,Serie A,FW,FW,28.0,186,0,784.0,0.0,0.0,0.0,1.4285714285714286,0.47619047619047616,0.9523809523809523,0.47619047619047616,0.47619047619047616,6.666666666666666,0.0,0.0,0.0,0.0,0.10566714849350352
Cédric Bakambu,Real Betis,La Liga,FW,FW,34.0,405,0,1156.0,0.6666666666666666,0.0,0.6666666666666666,4.222222222222222,2.0,1.1111111111111112,2.0,1.5555555555555556,0.4444444444444444,0.2222222222222222,0.4444444444444444,0.0,0.0,0.35309768154616455
Fabio Baldé,Hamburger SV,Bundesliga,FW,FW,20.0,314,0,400.0,0.0,0.2857142857142857,0.2857142857142857,1.4285714285714286,0.8571428571428571,1.1428571428571428,0.5714285714285714,0.0,3.4285714285714284,0.0,1.4285714285714286,0.2857142857142857,0.0,0.07266757492637688
Folarin Balogun,Monaco,Ligue 1,FW,FW,24.0,1548,1,576.0,0.46511627906976744,0.23255813953488372,0.6976744186046512,3.0232558139534884,1.3372093023255816,1.744186046511628,1.686046511627907,0.6395348837209303,0.6395348837209303,0.1744186046511628,0.3488372093023256,0.23255813953488372,0.05813953488372093,0.8246860781541084
Mohamed Bamba,Lorient,Ligue 1,FW,FW,24.0,682,0,576.0,0.13157894736842105,0.2631578947368421,0.39473684210526316,1.7105263157894737,0.7894736842105263,2.236842105263158,1.0526315789473684,1.5789473684210527,0.39473684210526316,0.2631578947368421,0.2631578947368421,0.39473684210526316,0.0,0.25041942935402917
Bradley Barcola,Paris Saint-Germain,Ligue 1,FW,FW,23.0,1324,1,529.0,0.6802721088435374,0.06802721088435375,0.7482993197278912,3.741496598639456,1.7006802721088436,1.08843537414966,0.54421768707483,0.272108843537415,1.3605442176870748,0.7482993197278912,0.8163265306122449,0.1360544217687075,0.0,0.6385734892583481
Thierno Barry,Everton,Premier League,FW,FW,23.0,1630,1,529.0,0.3314917127071823,0.0,0.3314917127071823,1.7679558011049723,0.5524861878453038,1.9889502762430937,0.38674033149171266,0.6629834254143646,0.16574585635359115,0.2762430939226519,0.11049723756906077,0.16574585635359115,0.0,0.6428150136405559
Michy Batshuayi,Eintracht Frankfurt,Bundesliga,FW,FW,32.0,139,0,1024.0,0.6666666666666666,0.0,0.6666666666666666,3.3333333333333335,0.6666666666666666,1.3333333333333333,0.6666666666666666,0.6666666666666666,0.0,0.0,0.6666666666666666,0.0,0.0,0.32906771350771924
Vakoun Bayo,Udinese,Serie A,FW,FW,29.0,424,0,841.0,0.0,0.2127659574468085,0.2127659574468085,2.553191489361702,0.2127659574468085,2.7659574468085104,1.0638297872340425,1.0638297872340425,0.2127659574468085,0.0,0.2127659574468085,0.0,0.0,0.13060098696299052
Sheraldo Becker,Mainz 05,Bundesliga,FW,FW,31.0,331,1,961.0,0.27027027027027023,0.27027027027027023,0.5405405405405405,2.162162162162162,1.081081081081081,1.6216216216216215,0.0,1.3513513513513513,4.324324324324324,0.27027027027027023,0.0,0.27027027027027023,0.0,0.6403166037886652
Lucas Beltrán,Valencia,La Liga,FW,FW,24.0,1109,1,576.0,0.08130081300813008,0.16260162601626016,0.24390243902439024,2.2764227642276422,0.6504065040650406,1.7073170731707317,2.8455284552845526,0.24390243902439024,0.8130081300813008,0.3252032520325203,0.6504065040650406,0.0,0.0,0.702677092322252
