Rk,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,G+A-PK,GA,GA90,SoTA,Saves,Save%,W,D,L,CS,CS%,PKatt_stats_keeper,PKA,PKsv,PKm,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Mn/MP,Min%,Mn/Start,Compl,Subs,Mn/Sub,unSub,PPM,onG,onGA,+/-,+/-90,On-Off,CrdY_stats_misc,CrdR_stats_misc,2CrdY,Fls,Fld,Off,Crs,Int,TklW,OG,Pos_clean,role_group,Player_clean,nation_code,nation_name,league_code,league_name,starts_ratio,minutes_per_appearance,Saves_per90,GA_per90_check
2527,Stefano Turati,it ITA,GK,Sassuolo,it Serie A,24.0,2001.0,1,1,90,1.0,0,0,0,0,0,0,0,0,0.0,2.0,2.0,4.0,2.0,50.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,0.0,0.0,,,90,3.4,90.0,1,0,,23,0.0,0,2,-2,-2.0,-1.93,0,0,0,0,0,0,0,0,0,0,GK,GK,stefano turati,it,ITA,it,Serie A,1.0,90.0,2.0,2.0
2538,Sven Ulreich,de GER,GK,Bayern Munich,de Bundesliga,37.0,1988.0,1,1,90,1.0,0,0,0,0,0,0,1,0,0.0,1.0,1.0,7.0,6.0,85.7,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,0.0,0.0,,,90,3.8,90.0,1,0,,10,1.0,1,1,0,0.0,-2.72,1,0,0,0,1,0,0,0,0,0,GK,GK,sven ulreich,de,GER,de,Bundesliga,1.0,90.0,6.0,1.0
2543,Jonas Urbig,de GER,GK,Bayern Munich,de Bundesliga,22.0,2003.0,8,6,630,7.0,0,0,0,0,0,0,0,0,0.0,7.0,1.0,19.0,13.0,68.4,5.0,0.0,1.0,4.0,66.7,2.0,1.0,0.0,1.0,0,0,,0.0,0.0,,,79,26.9,90.0,6,2,45.0,15,2.63,22,7,15,2.14,-0.65,0,0,0,0,0,0,0,0,0,0,GK,GK,jonas urbig,de,GER,de,Bundesliga,0.75,78.75,1.8571428571428572,1.0
2547,Hákon Valdimarsson,is ISL,GK,Brentford,eng Premier League,24.0,2001.0,1,1,90,1.0,0,0,0,0,0,0,0,0,0.0,3.0,3.0,4.0,1.0,25.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,0.0,0.0,,,90,3.3,90.0,1,0,,29,3.0,4,3,1,1.0,0.9,0,0,0,0,0,0,0,0,0,0,GK,GK,hakon valdimarsson,is,ISL,eng,Premier League,1.0,90.0,1.0,3.0
2555,Álvaro Vallés,es ESP,GK,Real Betis,es La Liga,28.0,1997.0,20,20,1800,20.0,0,0,0,0,0,0,1,0,0.0,26.0,1.3,84.0,60.0,70.2,7.0,9.0,4.0,6.0,30.0,3.0,1.0,1.0,1.0,0,0,,0.0,0.0,,,90,71.4,90.0,20,0,,8,1.5,31,26,5,0.25,-0.13,1,0,0,0,3,0,0,0,0,0,GK,GK,alvaro valles,es,ESP,es,La Liga,1.0,90.0,3.0,1.3
2562,Maarten Vandevoordt,be BEL,GK,RB Leipzig,de Bundesliga,24.0,2002.0,5,4,422,4.7,0,0,0,0,0,0,0,0,0.0,7.0,1.49,19.0,13.0,63.2,2.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0,0,,0.0,0.0,,,84,18.0,90.0,4,1,62.0,21,1.6,8,7,1,0.21,-0.35,0,0,0,0,1,0,0,0,0,0,GK,GK,maarten vandevoordt,be,BEL,de,Bundesliga,0.8,84.4,2.7659574468085104,1.4893617021276595
2567,Nikola Vasilj,ba BIH,GK,St Pauli,de Bundesliga,30.0,1995.0,26,26,2340,26.0,0,0,0,0,0,0,0,0,0.0,42.0,1.62,129.0,91.0,69.0,6.0,6.0,14.0,5.0,19.2,4.0,2.0,2.0,0.0,0,0,,0.0,0.0,,,90,100.0,90.0,26,0,,0,0.92,23,42,-19,-0.73,,0,0,0,0,1,0,0,1,1,0,GK,GK,nikola vasilj,ba,BIH,de,Bundesliga,1.0,90.0,3.5,1.6153846153846154
2587,Bart Verbruggen,nl NED,GK,Brighton,eng Premier League,23.0,2002.0,30,30,2700,30.0,0,0,0,0,0,0,3,0,0.0,36.0,1.2,112.0,80.0,72.3,10.0,10.0,10.0,7.0,23.3,6.0,5.0,1.0,0.0,0,0,,0.0,0.0,,,90,100.0,90.0,30,0,,0,1.33,39,36,3,0.1,,3,0,0,2,2,0,0,0,1,1,GK,GK,bart verbruggen,nl,NED,eng,Premier League,1.0,90.0,2.6666666666666665,1.2
2594,Guglielmo Vicario,it ITA,GK,Tottenham Hotspur,eng Premier League,29.0,1996.0,30,30,2700,30.0,0,0,0,0,0,0,1,0,0.0,47.0,1.57,124.0,79.0,63.7,7.0,9.0,14.0,7.0,23.3,2.0,2.0,0.0,0.0,0,0,,0.0,0.0,,,90,100.0,90.0,30,0,,0,1.0,40,47,-7,-0.23,,1,0,0,0,3,0,0,0,1,0,GK,GK,guglielmo vicario,it,ITA,eng,Premier League,1.0,90.0,2.6333333333333333,1.5666666666666667
2608,Odysseas Vlachodimos,gr GRE,GK,Sevilla,es La Liga,31.0,1994.0,24,24,2160,24.0,0,0,0,0,0,0,1,0,0.0,40.0,1.67,101.0,70.0,68.3,7.0,6.0,11.0,4.0,16.7,10.0,8.0,1.0,1.0,0,0,,0.0,0.0,,,90,85.7,90.0,24,0,,2,1.13,30,40,-10,-0.42,-0.42,1,0,0,0,0,0,0,1,0,0,GK,GK,odysseas vlachodimos,gr,GRE,es,La Liga,1.0,90.0,2.9166666666666665,1.6666666666666667
2699,Robin Zentner,de GER,GK,Mainz 05,de Bundesliga,31.0,1994.0,9,9,786,8.7,0,0,0,0,0,0,2,1,0.0,11.0,1.26,36.0,25.0,69.4,1.0,3.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,0.0,0.0,,,87,33.6,87.0,8,0,,0,0.67,8,11,-3,-0.34,0.06,2,1,0,2,1,0,0,0,0,0,GK,GK,robin zentner,de,GER,de,Bundesliga,1.0,87.33333333333333,2.873563218390805,1.264367816091954
2702,Michael Zetterer,de GER,GK,Eintracht Frankfurt,de Bundesliga,30.0,1995.0,14,13,1256,14.0,0,0,0,0,0,0,1,0,0.0,17.0,1.22,43.0,28.0,65.1,7.0,4.0,2.0,6.0,46.2,2.0,2.0,0.0,0.0,0,0,,0.0,0.0,,,90,53.7,90.0,13,1,86.0,12,2.0,22,17,5,0.36,0.77,1,0,0,0,2,0,0,0,0,0,GK,GK,michael zetterer,de,GER,de,Bundesliga,0.9285714285714286,89.71428571428571,2.0,1.2142857142857142
2706,Melvin Zinga,fr FRA,GK,Angers,fr Ligue 1,24.0,2002.0,2,2,180,2.0,0,0,0,0,0,0,0,0,0.0,4.0,2.0,11.0,7.0,63.6,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,0.0,0.0,,,90,7.7,90.0,2,0,,16,0.0,2,4,-2,-1.0,-0.71,0,0,0,0,0,0,0,0,1,0,GK,GK,melvin zinga,fr,FRA,fr,Ligue 1,1.0,90.0,3.5,2.0
