Rk,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,G+A-PK,GA,GA90,SoTA,Saves,Save%,W,D,L,CS,CS%,PKatt_stats_keeper,PKA,PKsv,PKm,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Mn/MP,Min%,Mn/Start,Compl,Subs,Mn/Sub,unSub,PPM,onG,onGA,+/-,+/-90,On-Off,CrdY_stats_misc,CrdR_stats_misc,2CrdY,Fls,Fld,Off,Crs,Int,TklW,OG,Pos_clean,role_group,Player_clean,nation_code,nation_name,league_code,league_name,starts_ratio,minutes_per_appearance,Saves_per90,GA_per90_check
1947,Alberto Paleari,it ITA,GK,Torino,it Serie A,33.0,1992.0,20,20,1800,20.0,0,0,0,0,0,0,1,0,0.0,32.0,1.6,84.0,54.0,64.3,7.0,4.0,9.0,7.0,35.0,2.0,2.0,0.0,0.0,0,0,,0.0,0.0,,,90,69.0,90.0,20,0,,9,1.25,23,32,-9,-0.45,0.55,1,0,0,0,5,0,0,0,0,0,GK,GK,alberto paleari,it,ITA,it,Serie A,1.0,90.0,2.7,1.6
1988,Iñaki Peña,es ESP,GK,Elche,es La Liga,27.0,1999.0,16,16,1440,16.0,0,0,0,0,0,0,0,0,0.0,28.0,1.75,81.0,55.0,67.9,3.0,4.0,9.0,4.0,25.0,2.0,2.0,0.0,0.0,0,0,,0.0,0.0,,,90,57.1,90.0,16,0,,10,0.81,21,28,-7,-0.44,-0.27,0,0,0,0,1,0,0,0,0,0,GK,GK,inaki pena,es,ESP,es,La Liga,1.0,90.0,3.4375,1.75
1989,Mike Penders,be BEL,GK,Strasbourg,fr Ligue 1,20.0,2005.0,25,25,2250,25.0,0,0,0,0,0,0,3,0,0.0,31.0,1.24,98.0,71.0,71.4,9.0,7.0,9.0,8.0,32.0,4.0,3.0,1.0,0.0,0,0,,0.0,0.0,,,90,96.2,90.0,25,0,,0,1.36,39,31,8,0.32,-0.68,3,0,0,1,1,0,0,0,0,0,GK,GK,mike penders,be,BEL,fr,Ligue 1,1.0,90.0,2.84,1.24
2001,Simone Perilli,it ITA,GK,Hellas Verona,it Serie A,31.0,1995.0,3,3,270,3.0,0,0,0,0,0,0,0,0,0.0,7.0,2.33,15.0,8.0,53.3,0.0,1.0,2.0,1.0,33.3,0.0,0.0,0.0,0.0,0,0,,0.0,0.0,,,90,10.3,90.0,3,0,,26,0.33,1,7,-6,-2.0,-1.12,0,0,0,0,0,0,0,0,0,0,GK,GK,simone perilli,it,ITA,it,Serie A,1.0,90.0,2.6666666666666665,2.3333333333333335
2002,Mattia Perin,it ITA,GK,Juventus,it Serie A,33.0,1992.0,6,6,540,6.0,0,0,0,0,0,0,0,0,0.0,6.0,1.0,16.0,10.0,62.5,3.0,1.0,2.0,2.0,33.3,0.0,0.0,0.0,0.0,0,0,,0.0,0.0,,,90,20.7,90.0,6,0,,21,1.67,10,6,4,0.67,-0.16,0,0,0,0,1,0,0,0,0,0,GK,GK,mattia perin,it,ITA,it,Serie A,1.0,90.0,1.6666666666666667,1.0
2004,Lucas Perri,br BRA,GK,Leeds United,eng Premier League,28.0,1997.0,16,16,1440,16.0,0,0,0,0,0,0,2,0,0.0,29.0,1.81,63.0,38.0,60.3,4.0,6.0,6.0,3.0,18.8,4.0,4.0,0.0,0.0,0,0,,0.0,0.0,,,90,53.3,90.0,16,0,,10,1.13,23,29,-6,-0.37,-0.02,2,0,0,1,3,0,0,0,0,0,GK,GK,lucas perri,br,BRA,eng,Premier League,1.0,90.0,2.375,1.8125
2007,Massimo Pessina,it ITA,GK,Bologna,it Serie A,18.0,2007.0,1,0,83,0.9,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1.0,1.0,100.0,0.0,0.0,0.0,1.0,,0.0,0.0,0.0,0.0,0,0,,0.0,0.0,,,83,3.2,,0,1,83.0,27,3.0,2,0,2,2.17,2.1,0,0,0,0,0,0,0,0,0,0,GK,GK,massimo pessina,it,ITA,it,Serie A,0.0,83.0,1.1111111111111112,0.0
2010,Đorđe Petrović,rs SRB,GK,Bournemouth,eng Premier League,26.0,1999.0,30,30,2700,30.0,0,0,0,0,0,0,2,0,0.0,46.0,1.53,132.0,90.0,68.2,9.0,14.0,7.0,9.0,30.0,4.0,4.0,0.0,0.0,0,0,,0.0,0.0,,,90,100.0,90.0,30,0,,0,1.37,44,46,-2,-0.07,,2,0,0,0,2,0,0,0,0,1,GK,GK,ore petrovic,rs,SRB,eng,Premier League,1.0,90.0,3.0,1.5333333333333334
2017,Jordan Pickford,eng ENG,GK,Everton,eng Premier League,32.0,1994.0,30,30,2700,30.0,0,0,0,0,0,0,2,0,0.0,35.0,1.17,113.0,81.0,70.8,12.0,7.0,11.0,10.0,33.3,3.0,2.0,1.0,0.0,0,0,,0.0,0.0,,,90,100.0,90.0,30,0,,0,1.43,34,35,-1,-0.03,,2,0,0,0,6,0,0,0,1,0,GK,GK,jordan pickford,eng,ENG,eng,Premier League,1.0,90.0,2.7,1.1666666666666667
2037,Oumar Pona,fr FRA,GK,Angers,fr Ligue 1,19.0,2006.0,1,1,90,1.0,0,0,0,0,0,0,1,0,0.0,2.0,2.0,4.0,2.0,50.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,0.0,0.0,,,90,3.8,90.0,1,0,,10,0.0,0,2,-2,-2.0,-1.72,1,0,0,0,2,0,0,0,0,0,GK,GK,oumar pona,fr,FRA,fr,Ligue 1,1.0,90.0,2.0,2.0
2039,Nick Pope,eng ENG,GK,Newcastle United,eng Premier League,33.0,1992.0,22,22,1966,21.8,0,0,0,0,0,0,1,0,0.0,32.0,1.46,97.0,67.0,69.1,8.0,4.0,10.0,7.0,31.8,2.0,2.0,0.0,0.0,1,1,100.0,0.05,0.05,0.0,0.0,89,72.8,89.0,21,0,,3,1.27,30,32,-2,-0.09,-0.34,1,0,0,0,2,0,0,0,1,0,GK,GK,nick pope,eng,ENG,eng,Premier League,1.0,89.36363636363636,3.073394495412844,1.4678899082568806
2053,Ivan Provedel,it ITA,GK,Lazio,it Serie A,32.0,1994.0,27,27,2430,27.0,0,0,0,0,0,0,1,0,0.0,27.0,1.0,112.0,87.0,78.6,8.0,10.0,9.0,12.0,44.4,4.0,3.0,1.0,0.0,0,0,,0.0,0.0,,,90,93.1,90.0,27,0,,0,1.26,26,27,-1,-0.04,-1.04,1,0,0,0,2,0,0,0,0,0,GK,GK,ivan provedel,it,ITA,it,Serie A,1.0,90.0,3.2222222222222223,1.0
2062,Matheo Raab,de GER,GK,Union Berlin,de Bundesliga,27.0,1998.0,1,1,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,6.0,6.0,100.0,1.0,0.0,0.0,1.0,100.0,0.0,0.0,0.0,0.0,0,0,,0.0,0.0,,,90,3.8,90.0,1,0,,24,3.0,1,0,1,1.0,1.48,0,0,0,0,0,0,0,0,0,0,GK,GK,matheo raab,de,GER,de,Bundesliga,1.0,90.0,6.0,0.0
2067,Ionuț Radu,ro ROU,GK,Celta Vigo,es La Liga,28.0,1997.0,28,28,2520,28.0,0,0,0,0,0,0,0,0,0.0,31.0,1.11,106.0,80.0,73.6,10.0,11.0,7.0,8.0,28.6,8.0,3.0,2.0,3.0,0,0,,0.0,0.0,,,90,100.0,90.0,28,0,,0,1.46,38,31,7,0.25,,0,0,0,0,7,0,0,0,0,0,GK,GK,ionut radu,ro,ROU,es,La Liga,1.0,90.0,2.857142857142857,1.1071428571428572
2072,Diant Ramaj,de GER,GK,Heidenheim,de Bundesliga,24.0,2001.0,25,25,2250,25.0,0,0,0,0,0,0,1,0,0.0,56.0,2.24,135.0,84.0,62.2,3.0,5.0,17.0,0.0,0.0,6.0,5.0,0.0,1.0,0,0,,0.0,0.0,,,90,96.2,90.0,25,0,,0,0.56,24,56,-32,-1.28,0.72,1,0,0,2,2,0,0,0,0,0,GK,GK,diant ramaj,de,GER,de,Bundesliga,1.0,90.0,3.36,2.24
2077,Aaron Ramsdale,eng ENG,GK,Newcastle United,eng Premier League,27.0,1998.0,9,8,734,8.2,0,0,0,0,0,0,1,0,0.0,11.0,1.35,25.0,16.0,64.0,4.0,2.0,2.0,1.0,12.5,2.0,2.0,0.0,0.0,0,0,,0.0,0.0,,,82,27.2,90.0,8,1,14.0,21,1.56,13,11,2,0.25,0.34,1,0,0,0,0,0,0,0,0,0,GK,GK,aaron ramsdale,eng,ENG,eng,Premier League,0.8888888888888888,81.55555555555556,1.9512195121951221,1.3414634146341464
2091,Federico Ravaglia,it ITA,GK,Bologna,it Serie A,26.0,1999.0,13,12,1110,12.3,0,0,0,0,0,0,3,0,0.0,22.0,1.78,66.0,45.0,68.2,3.0,3.0,6.0,2.0,16.7,1.0,1.0,0.0,0.0,0,0,,0.0,0.0,,,85,42.5,90.0,12,1,30.0,15,0.92,14,22,-8,-0.65,-1.37,3,0,0,1,3,0,0,0,1,0,GK,GK,federico ravaglia,it,ITA,it,Serie A,0.9230769230769231,85.38461538461539,3.6585365853658534,1.7886178861788617
2092,David Raya,es ESP,GK,Arsenal,eng Premier League,30.0,1995.0,31,31,2790,31.0,0,0,0,0,0,0,1,0,0.0,22.0,0.71,72.0,49.0,69.4,21.0,7.0,3.0,15.0,48.4,0.0,0.0,0.0,0.0,0,0,,0.0,0.0,,,90,100.0,90.0,31,0,,0,2.26,61,22,39,1.26,,1,0,0,0,9,0,1,1,1,0,GK,GK,david raya,es,ESP,eng,Premier League,1.0,90.0,1.5806451612903225,0.7096774193548387
2103,Álex Remiro,es ESP,GK,Real Sociedad,es La Liga,30.0,1995.0,28,28,2520,28.0,0,0,0,0,0,0,0,0,0.0,42.0,1.5,105.0,68.0,64.8,10.0,8.0,10.0,2.0,7.1,5.0,5.0,0.0,0.0,0,0,,0.0,0.0,,,90,100.0,90.0,28,0,,0,1.36,43,42,1,0.04,,0,0,0,0,4,0,0,1,1,1,GK,GK,alex remiro,es,ESP,es,La Liga,1.0,90.0,2.4285714285714284,1.5
2105,Guillaume Restes,fr FRA,GK,Toulouse,fr Ligue 1,21.0,2005.0,26,26,2309,25.7,0,0,0,0,0,0,3,0,0.0,31.0,1.21,83.0,56.0,67.5,9.0,7.0,10.0,8.0,30.8,4.0,4.0,0.0,0.0,0,0,,0.0,0.0,,,89,98.7,89.0,25,0,,0,1.31,36,31,5,0.19,0.19,3,0,0,0,8,0,0,1,0,0,GK,GK,guillaume restes,fr,FRA,fr,Ligue 1,1.0,88.8076923076923,2.1789883268482493,1.206225680933852
2121,Lasse Rieß,de GER,GK,Mainz 05,de Bundesliga,24.0,2001.0,4,3,292,3.2,0,0,0,0,0,0,0,0,0.0,12.0,3.7,26.0,15.0,57.7,0.0,0.0,3.0,0.0,0.0,1.0,1.0,0.0,0.0,0,0,,0.0,0.0,,,73,12.5,90.0,3,1,22.0,22,0.0,3,12,-9,-2.77,-2.73,0,0,0,0,1,0,0,0,0,0,GK,GK,lasse rie,de,GER,de,Bundesliga,0.75,73.0,4.6875,3.75
2123,Filippo Rinaldi,it ITA,GK,Parma,it Serie A,23.0,2002.0,1,1,90,1.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,4.0,4.0,100.0,0.0,1.0,0.0,1.0,100.0,0.0,0.0,0.0,0.0,0,0,,0.0,0.0,,,90,3.4,90.0,1,0,,28,1.0,0,0,0,0.0,0.54,1,0,0,0,0,0,0,0,0,0,GK,GK,filippo rinaldi,it,ITA,it,Serie A,1.0,90.0,4.0,0.0
2127,Robin Risser,fr FRA,GK,Lens,fr Ligue 1,21.0,2004.0,26,26,2340,26.0,0,1,1,0,0,0,2,0,0.04,23.0,0.88,82.0,63.0,74.4,18.0,2.0,6.0,10.0,38.5,5.0,2.0,2.0,1.0,0,0,,0.0,0.0,,,90,100.0,90.0,26,0,,0,2.15,49,23,26,1.0,,2,0,0,0,4,0,0,0,0,0,GK,GK,robin risser,fr,FRA,fr,Ligue 1,1.0,90.0,2.423076923076923,0.8846153846153846
2150,Robin Roefs,nl NED,GK,Sunderland,eng Premier League,23.0,2003.0,28,28,2520,28.0,0,0,0,0,0,0,3,0,0.0,34.0,1.21,115.0,84.0,72.2,9.0,10.0,9.0,8.0,28.6,3.0,2.0,1.0,0.0,0,0,,0.0,0.0,,,90,93.3,90.0,28,0,,0,1.32,29,34,-5,-0.18,-0.18,3,0,0,0,11,0,0,0,0,0,GK,GK,robin roefs,nl,NED,eng,Premier League,1.0,90.0,3.0,1.2142857142857142
2156,Leo Román,es ESP,GK,Mallorca,es La Liga,25.0,2000.0,23,23,2070,23.0,0,0,0,0,0,0,3,0,0.0,38.0,1.65,110.0,78.0,70.0,6.0,5.0,12.0,1.0,4.3,6.0,5.0,1.0,0.0,0,0,,0.0,0.0,,,90,82.1,90.0,23,0,,0,1.0,29,38,-9,-0.39,0.21,3,0,0,1,1,0,0,1,1,0,GK,GK,leo roman,es,ESP,es,La Liga,1.0,90.0,3.391304347826087,1.6521739130434783
2188,Gerónimo Rulli,ar ARG,GK,Marseille,fr Ligue 1,33.0,1992.0,22,22,1980,22.0,0,0,0,0,0,0,2,0,0.0,25.0,1.14,83.0,62.0,74.7,12.0,4.0,6.0,7.0,31.8,4.0,4.0,0.0,0.0,0,0,,0.0,0.0,,,90,84.6,90.0,22,0,,3,1.87,43,26,17,0.77,0.02,2,0,0,1,13,0,0,0,0,0,GK,GK,geronimo rulli,ar,ARG,fr,Ligue 1,1.0,90.0,2.8181818181818183,1.1363636363636365
2191,Mathew Ryan,au AUS,GK,Levante,es La Liga,33.0,1992.0,26,26,2340,26.0,0,0,0,0,0,0,2,0,0.0,41.0,1.58,137.0,99.0,71.5,5.0,8.0,13.0,5.0,19.2,3.0,2.0,1.0,0.0,2,0,0.0,0.08,0.0,0.0,,90,92.9,90.0,26,0,,0,0.88,27,41,-14,-0.54,0.46,2,0,0,0,0,0,0,1,1,0,GK,GK,mathew ryan,au,AUS,es,La Liga,1.0,90.0,3.8076923076923075,1.5769230769230769
2193,Frederik Rønnow,dk DEN,GK,Union Berlin,de Bundesliga,33.0,1992.0,25,25,2250,25.0,0,0,0,0,0,0,2,0,0.0,42.0,1.68,103.0,65.0,65.0,7.0,7.0,11.0,5.0,20.0,6.0,6.0,0.0,0.0,0,0,,0.0,0.0,,,90,96.2,90.0,25,0,,0,1.12,30,42,-12,-0.48,-1.48,2,0,0,1,3,0,0,1,1,0,GK,GK,frederik rnnow,dk,DEN,de,Bundesliga,1.0,90.0,2.6,1.68
2195,José Sá,pt POR,GK,Wolves,eng Premier League,33.0,1993.0,19,19,1710,19.0,0,0,0,0,0,0,2,0,0.0,30.0,1.58,78.0,50.0,64.1,3.0,6.0,10.0,4.0,21.1,2.0,2.0,0.0,0.0,0,0,,0.0,0.0,,,90,61.3,90.0,19,0,,11,0.79,18,30,-12,-0.63,0.87,2,0,0,0,6,0,0,0,0,0,GK,GK,jose sa,pt,POR,eng,Premier League,1.0,90.0,2.6315789473684212,1.5789473684210527
2204,Matvei Safonov,ru RUS,GK,Paris Saint-Germain,fr Ligue 1,27.0,1999.0,8,8,720,8.0,0,0,0,0,0,0,0,0,0.0,9.0,1.13,24.0,16.0,62.5,6.0,0.0,2.0,4.0,50.0,1.0,0.0,1.0,0.0,0,0,,0.0,0.0,,,90,32.0,90.0,8,0,,14,2.25,21,9,12,1.5,0.32,0,0,0,0,1,0,0,0,0,0,GK,GK,matvei safonov,ru,RUS,fr,Ligue 1,1.0,90.0,2.0,1.125
2223,Brice Samba,fr FRA,GK,Rennes,fr Ligue 1,31.0,1994.0,25,25,2250,25.0,0,0,0,0,0,0,3,0,0.0,34.0,1.36,99.0,68.0,68.7,12.0,7.0,6.0,8.0,32.0,4.0,3.0,1.0,0.0,0,0,,0.0,0.0,,,90,96.2,90.0,25,0,,0,1.72,42,34,8,0.32,2.32,3,0,0,0,5,0,0,0,0,0,GK,GK,brice samba,fr,FRA,fr,Ligue 1,1.0,90.0,2.72,1.36
2233,Robert Sánchez,es ESP,GK,Chelsea,eng Premier League,28.0,1997.0,28,28,2434,27.0,0,1,1,0,0,0,3,1,0.04,33.0,1.22,107.0,74.0,70.1,12.0,8.0,8.0,9.0,32.1,1.0,1.0,0.0,0.0,0,0,,0.0,0.0,,,87,90.1,87.0,27,0,,1,1.57,47,31,16,0.59,-0.09,3,1,0,2,10,0,0,1,0,0,GK,GK,robert sanchez,es,ESP,eng,Premier League,1.0,86.92857142857143,2.740740740740741,1.2222222222222223
2254,Kauã Santos,br BRA,GK,Eintracht Frankfurt,de Bundesliga,22.0,2003.0,13,13,1084,12.0,0,0,0,0,0,0,0,0,0.0,32.0,2.66,68.0,37.0,54.4,3.0,4.0,6.0,2.0,15.4,1.0,1.0,0.0,0.0,0,0,,0.0,0.0,,,83,46.3,83.0,12,0,,9,1.0,27,32,-5,-0.42,-0.77,0,0,0,0,3,0,0,0,1,0,GK,GK,kaua santos,br,BRA,de,Bundesliga,1.0,83.38461538461539,3.0833333333333335,2.6666666666666665
2268,Razvan Sava,ro ROU,GK,Udinese,it Serie A,23.0,2002.0,7,6,620,6.9,0,0,0,0,0,0,1,0,0.0,14.0,2.03,28.0,14.0,50.0,2.0,2.0,2.0,1.0,16.7,0.0,0.0,0.0,0.0,0,0,,0.0,0.0,,,89,23.8,90.0,6,1,80.0,18,1.14,7,14,-7,-1.02,-0.93,1,0,0,0,0,0,0,0,0,0,GK,GK,razvan sava,ro,ROU,it,Serie A,0.8571428571428571,88.57142857142857,2.0289855072463765,2.0289855072463765
2292,Marvin Schwäbe,de GER,GK,Köln,de Bundesliga,30.0,1995.0,26,26,2340,26.0,0,0,0,0,0,0,0,0,0.0,44.0,1.69,115.0,76.0,64.3,6.0,7.0,13.0,3.0,11.5,5.0,3.0,2.0,0.0,0,0,,0.0,0.0,,,90,100.0,90.0,26,0,,0,0.96,35,44,-9,-0.35,,0,0,0,1,2,0,0,2,1,0,GK,GK,marvin schwabe,de,GER,de,Bundesliga,1.0,90.0,2.923076923076923,1.6923076923076923
2295,Simone Scuffet,it ITA,GK,Pisa,it Serie A,29.0,1996.0,7,7,630,7.0,0,0,0,0,0,0,0,0,0.0,15.0,2.14,26.0,14.0,53.8,0.0,3.0,4.0,1.0,14.3,3.0,3.0,0.0,0.0,0,0,,0.0,0.0,,,90,24.1,90.0,7,0,,17,0.43,6,15,-9,-1.29,-0.51,0,0,0,0,4,0,0,0,0,0,GK,GK,simone scuffet,it,ITA,it,Serie A,1.0,90.0,2.0,2.142857142857143
2302,Matz Sels,be BEL,GK,Nottingham Forest,eng Premier League,34.0,1992.0,23,22,1948,21.6,0,0,0,0,0,0,2,0,0.0,31.0,1.43,90.0,63.0,70.0,6.0,7.0,9.0,5.0,22.7,4.0,4.0,0.0,0.0,0,0,,0.0,0.0,,,85,72.1,88.0,21,1,13.0,3,1.09,22,31,-9,-0.42,0.3,2,0,0,0,3,0,0,0,1,0,GK,GK,matz sels,be,BEL,eng,Premier League,0.9565217391304348,84.69565217391305,2.9166666666666665,1.4351851851851851
2305,Adrian Šemper,hr CRO,GK,Pisa,it Serie A,28.0,1998.0,17,17,1530,17.0,0,0,0,0,0,0,0,0,0.0,25.0,1.47,84.0,60.0,71.4,1.0,9.0,7.0,4.0,23.5,1.0,1.0,0.0,0.0,0,0,,0.0,0.0,,,90,58.6,90.0,17,0,,7,0.71,13,25,-12,-0.71,0.46,0,0,0,0,2,0,0,0,0,0,GK,GK,adrian semper,hr,CRO,it,Serie A,1.0,90.0,3.5294117647058822,1.4705882352941178
2321,Mathys Silestrie,fr FRA,GK,Rennes,fr Ligue 1,20.0,2005.0,1,1,90,1.0,0,0,0,0,0,0,0,0,0.0,3.0,3.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,0.0,0.0,,,90,3.8,90.0,1,0,,23,0.0,1,3,-2,-2.0,-2.32,0,0,0,0,0,0,0,0,0,0,GK,GK,mathys silestrie,fr,FRA,fr,Ligue 1,1.0,90.0,0.0,3.0
2327,Marco Silvestri,it ITA,GK,Cremonese,it Serie A,35.0,1991.0,4,4,360,4.0,0,0,0,0,0,0,0,0,0.0,7.0,1.75,22.0,15.0,68.2,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,0.0,0.0,,,90,13.8,90.0,4,0,,25,0.75,4,7,-3,-0.75,-0.03,0,0,0,0,0,0,0,0,0,0,GK,GK,marco silvestri,it,ITA,it,Serie A,1.0,90.0,3.75,1.75
2332,Unai Simón,es ESP,GK,Athletic Club,es La Liga,28.0,1997.0,28,28,2520,28.0,0,0,0,0,0,0,0,0,0.0,40.0,1.43,113.0,77.0,67.3,10.0,5.0,13.0,5.0,17.9,4.0,3.0,1.0,0.0,0,0,,0.0,0.0,,,90,100.0,90.0,28,0,,0,1.25,30,40,-10,-0.36,,0,0,0,0,5,0,0,0,0,0,GK,GK,unai simon,es,ESP,es,La Liga,1.0,90.0,2.75,1.4285714285714286
2340,Antonio Sivera,es ESP,GK,Alavés,es La Liga,29.0,1996.0,28,28,2520,28.0,0,0,0,0,0,0,2,0,0.0,38.0,1.36,109.0,75.0,68.8,7.0,7.0,14.0,3.0,10.7,4.0,4.0,0.0,0.0,0,0,,0.0,0.0,,,90,100.0,90.0,28,0,,0,1.0,26,38,-12,-0.43,,2,0,0,1,1,0,0,0,1,0,GK,GK,antonio sivera,es,ESP,es,La Liga,1.0,90.0,2.6785714285714284,1.3571428571428572
2346,Łukasz Skorupski,pl POL,GK,Bologna,it Serie A,34.0,1991.0,17,17,1412,15.7,0,0,0,0,0,0,1,1,0.0,15.0,0.96,43.0,30.0,69.8,9.0,3.0,5.0,7.0,41.2,2.0,2.0,0.0,0.0,0,0,,0.0,0.0,,,83,54.1,83.0,15,0,,3,1.76,22,12,10,0.64,1.09,1,1,0,1,8,0,0,0,0,0,GK,GK,ukasz skorupski,pl,POL,it,Serie A,1.0,83.05882352941177,1.910828025477707,0.9554140127388535
2365,Daniele Sommariva,it ITA,GK,Genoa,it Serie A,28.0,1997.0,2,1,176,2.0,0,0,0,0,0,0,0,0,0.0,4.0,2.05,12.0,8.0,66.7,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,0.0,0.0,,,88,6.7,90.0,1,1,86.0,26,0.0,1,4,-3,-1.53,-1.5,0,0,0,0,1,0,0,0,0,0,GK,GK,daniele sommariva,it,ITA,it,Serie A,0.5,88.0,4.0,2.0
2366,Yann Sommer,ch SUI,GK,Inter,it Serie A,37.0,1988.0,27,27,2430,27.0,0,0,0,0,0,0,0,0,0.0,22.0,0.81,71.0,50.0,71.8,20.0,2.0,5.0,14.0,51.9,2.0,2.0,0.0,0.0,0,0,,0.0,0.0,,,90,93.1,90.0,27,0,,2,2.3,61,22,39,1.44,-0.06,0,0,0,0,1,0,0,0,0,0,GK,GK,yann sommer,ch,SUI,it,Serie A,1.0,90.0,1.8518518518518519,0.8148148148148148
2368,David Soria,es ESP,GK,Getafe,es La Liga,32.0,1993.0,28,28,2520,28.0,0,0,0,0,0,0,2,0,0.0,30.0,1.07,119.0,89.0,75.6,10.0,5.0,13.0,8.0,28.6,1.0,1.0,0.0,0.0,0,0,,0.0,0.0,,,90,100.0,90.0,28,0,,0,1.25,23,30,-7,-0.25,,2,0,0,0,1,0,0,0,0,0,GK,GK,david soria,es,ESP,es,La Liga,1.0,90.0,3.1785714285714284,1.0714285714285714
2419,Zion Suzuki,jp JPN,GK,Parma,it Serie A,23.0,2002.0,12,12,1080,12.0,0,0,0,0,0,0,1,0,0.0,18.0,1.5,54.0,38.0,68.5,1.0,5.0,6.0,3.0,25.0,2.0,1.0,1.0,0.0,0,0,,0.0,0.0,,,90,41.4,90.0,12,0,,2,0.67,8,18,-10,-0.83,-0.54,1,0,0,0,2,0,0,0,0,0,GK,GK,zion suzuki,jp,JPN,it,Serie A,1.0,90.0,3.1666666666666665,1.5
2422,Mile Svilar,rs SRB,GK,Roma,it Serie A,26.0,1999.0,29,29,2610,29.0,0,0,0,0,0,0,0,0,0.0,23.0,0.79,108.0,86.0,79.6,16.0,3.0,10.0,12.0,41.4,1.0,1.0,0.0,0.0,0,0,,0.0,0.0,,,90,100.0,90.0,29,0,,0,1.76,39,23,16,0.55,,0,0,0,0,7,0,0,1,1,0,GK,GK,mile svilar,rs,SRB,it,Serie A,1.0,90.0,2.9655172413793105,0.7931034482758621
2428,Wojciech Szczęsny,pl POL,GK,Barcelona,es La Liga,35.0,1990.0,6,6,540,6.0,0,0,0,0,0,0,0,0,0.0,11.0,1.83,25.0,16.0,60.0,4.0,0.0,2.0,0.0,0.0,2.0,1.0,1.0,0.0,0,0,,0.0,0.0,,,90,21.4,90.0,6,0,,19,2.0,13,11,2,0.33,-1.8,0,0,0,0,0,0,0,0,0,0,GK,GK,wojciech szczesny,pl,POL,es,La Liga,1.0,90.0,2.6666666666666665,1.8333333333333333
2456,Arnau Tenas,es ESP,GK,Villarreal,es La Liga,24.0,2001.0,3,3,270,3.0,0,0,0,0,0,0,0,0,0.0,6.0,2.0,11.0,6.0,54.5,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0,0,,0.0,0.0,,,90,10.7,90.0,3,0,,23,1.33,5,6,-1,-0.33,-1.09,0,0,0,0,0,0,0,0,1,0,GK,GK,arnau tenas,es,ESP,es,La Liga,1.0,90.0,2.0,2.0
2457,Marc-André ter Stegen,de GER,GK,Girona,es La Liga,33.0,1992.0,2,2,180,2.0,0,0,0,0,0,0,0,0,0.0,2.0,1.0,6.0,4.0,66.7,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,0.0,0.0,,,90,7.1,90.0,2,0,,0,0.5,1,2,-1,-0.5,-0.08,0,0,0,0,0,0,0,0,0,0,GK,GK,marc-andre ter stegen,de,GER,es,La Liga,1.0,90.0,2.0,1.0
2459,Pietro Terracciano,it ITA,GK,Milan,it Serie A,36.0,1990.0,2,1,125,1.4,0,0,0,0,0,0,0,0,0.0,0.0,0.0,4.0,4.0,100.0,1.0,0.0,0.0,2.0,200.0,0.0,0.0,0.0,0.0,0,0,,0.0,0.0,,,63,4.8,90.0,1,1,35.0,26,3.0,4,0,4,2.88,2.19,0,0,0,0,0,0,0,0,0,0,GK,GK,pietro terracciano,it,ITA,it,Serie A,0.5,62.5,2.857142857142857,0.0
2504,James Trafford,eng ENG,GK,Manchester City,eng Premier League,23.0,2002.0,3,3,270,3.0,0,0,0,0,0,0,0,0,0.0,4.0,1.33,14.0,11.0,78.6,1.0,0.0,2.0,1.0,33.3,1.0,1.0,0.0,0.0,0,0,,0.0,0.0,,,90,10.0,90.0,3,0,,27,1.0,5,4,1,0.33,-0.81,0,0,0,0,1,0,0,0,1,0,GK,GK,james trafford,eng,ENG,eng,Premier League,1.0,90.0,3.6666666666666665,1.3333333333333333
2512,Kevin Trapp,de GER,GK,Paris FC,fr Ligue 1,35.0,1990.0,15,15,1350,15.0,0,0,0,0,0,0,2,0,0.0,21.0,1.4,55.0,38.0,70.9,4.0,7.0,4.0,6.0,40.0,7.0,5.0,1.0,1.0,0,0,,0.0,0.0,,,90,57.7,90.0,15,0,,10,1.27,14,21,-7,-0.47,-0.01,2,0,0,0,5,0,0,1,0,0,GK,GK,kevin trapp,de,GER,fr,Ligue 1,1.0,90.0,2.533333333333333,1.4
